user,item,Time
2540,749,"05 23, 2016"
6926,749,"05 18, 2016"
1008,750,"04 23, 2013"
6927,750,"04 23, 2013"
6928,750,"04 20, 2013"
6319,750,"04 20, 2013"
1742,752,"03 18, 2014"
3142,753,"08 10, 2016"
6929,753,"07 26, 2016"
2022,750,"03 30, 2013"
951,752,"04 23, 2013"
6930,752,"03 27, 2013"
783,752,"03 13, 2013"
3388,752,"03 4, 2013"
527,752,"02 28, 2013"
3826,752,"02 28, 2013"
2318,752,"02 23, 2013"
5493,750,"03 22, 2013"
6638,753,"06 16, 2016"
1395,752,"12 5, 2012"
6931,752,"11 16, 2012"
2165,752,"11 6, 2012"
6109,754,"08 25, 2017"
3107,750,"03 13, 2013"
1474,752,"09 5, 2012"
3385,754,"04 21, 2017"
6071,754,"04 10, 2017"
5235,750,"03 7, 2013"
5478,752,"08 20, 2012"
5875,753,"05 25, 2016"
70,752,"08 6, 2012"
2983,752,"07 31, 2012"
6932,750,"03 3, 2013"
6933,750,"03 2, 2013"
1486,752,"07 30, 2012"
4150,754,"12 17, 2016"
5366,754,"12 10, 2016"
6934,750,"01 28, 2013"
6935,754,"10 13, 2016"
3409,753,"05 16, 2016"
6936,750,"01 10, 2013"
3124,750,"01 7, 2013"
6440,750,"12 27, 2012"
947,753,"05 14, 2016"
932,753,"05 14, 2016"
2150,750,"12 9, 2012"
6937,754,"09 10, 2016"
6938,750,"11 27, 2012"
6939,750,"11 20, 2012"
1745,753,"05 8, 2016"
3889,754,"07 3, 2016"
6813,753,"05 6, 2016"
6940,750,"11 7, 2012"
6941,754,"06 20, 2016"
1861,753,"05 3, 2016"
6942,753,"05 2, 2016"
956,750,"09 3, 2012"
6943,750,"08 21, 2012"
3416,753,"05 1, 2016"
3079,753,"04 29, 2016"
6944,750,"08 1, 2012"
901,750,"07 23, 2012"
3558,754,"08 16, 2015"
1549,754,"07 28, 2015"
2272,750,"07 16, 2012"
2079,750,"07 13, 2012"
5478,750,"07 10, 2012"
5990,750,"06 20, 2012"
5175,754,"03 18, 2015"
965,750,"04 10, 2012"
6302,754,"12 31, 2014"
4054,754,"11 26, 2014"
6945,754,"10 6, 2014"
4686,754,"09 18, 2014"
6946,754,"09 14, 2014"
4813,754,"09 3, 2014"
1571,754,"04 25, 2014"
5184,755,"04 5, 2017"
4441,755,"01 16, 2017"
3923,755,"10 19, 2015"
2271,755,"06 19, 2015"
4975,755,"02 16, 2015"
820,754,"03 21, 2014"
5164,755,"01 15, 2015"
4336,755,"12 9, 2014"
2047,755,"12 1, 2014"
6947,755,"11 23, 2014"
1976,755,"09 1, 2014"
2597,754,"03 13, 2014"
3004,754,"03 12, 2014"
6948,755,"08 10, 2014"
1990,754,"03 5, 2014"
2156,754,"03 3, 2014"
6949,755,"07 15, 2014"
6110,755,"07 15, 2014"
2079,755,"07 4, 2014"
6950,754,"03 2, 2014"
6951,754,"02 28, 2014"
5846,754,"02 13, 2014"
3557,754,"02 8, 2014"
3526,754,"12 23, 2013"
1378,754,"12 17, 2013"
6372,754,"12 12, 2013"
6181,754,"11 28, 2013"
731,754,"09 5, 2013"
2514,754,"06 3, 2013"
2848,754,"04 24, 2013"
5975,754,"04 1, 2013"
2321,754,"03 28, 2013"
6952,754,"03 25, 2013"
4243,754,"03 20, 2013"
5478,754,"03 8, 2013"
537,754,"02 16, 2013"
6953,754,"01 25, 2013"
3461,756,"08 13, 2017"
6954,756,"04 22, 2017"
2203,756,"02 7, 2017"
2579,757,"06 18, 2015"
6884,756,"01 26, 2017"
3829,757,"08 13, 2014"
1898,757,"06 19, 2014"
2816,757,"06 10, 2014"
6955,756,"01 7, 2017"
6956,756,"01 3, 2017"
6897,757,"04 30, 2014"
6957,757,"03 28, 2014"
2079,757,"03 5, 2014"
6092,757,"02 23, 2014"
6958,758,"04 4, 2013"
5756,756,"12 18, 2016"
1716,756,"12 16, 2016"
2980,757,"12 10, 2013"
6959,757,"10 19, 2013"
2971,757,"10 8, 2013"
2317,757,"10 2, 2013"
2070,759,"05 7, 2013"
3938,759,"03 30, 2017"
6960,756,"11 21, 2016"
5049,758,"03 1, 2017"
6961,756,"11 13, 2016"
923,759,"01 4, 2015"
2732,759,"11 4, 2014"
3375,759,"07 12, 2014"
2941,759,"06 25, 2014"
6894,759,"06 4, 2014"
2345,759,"05 15, 2014"
6474,759,"02 5, 2014"
2824,759,"11 13, 2013"
6092,759,"09 9, 2013"
6962,758,"12 31, 2016"
1704,759,"08 30, 2013"
2815,759,"08 23, 2013"
3054,760,"03 11, 2014"
3410,759,"08 8, 2013"
4974,759,"07 18, 2013"
961,759,"07 16, 2013"
6348,759,"07 7, 2013"
24,756,"10 10, 2016"
1764,756,"10 9, 2016"
1729,761,"07 22, 2013"
1700,759,"06 9, 2013"
6963,760,"03 7, 2018"
2347,759,"05 24, 2013"
6234,759,"05 23, 2013"
2971,759,"05 20, 2013"
2630,759,"05 17, 2013"
6964,759,"05 12, 2013"
453,758,"11 24, 2015"
2317,759,"05 9, 2013"
6965,756,"10 5, 2016"
3657,756,"10 2, 2016"
5224,758,"11 17, 2015"
5809,760,"09 1, 2017"
6966,758,"11 16, 2015"
3861,761,"01 23, 2018"
6967,760,"08 6, 2017"
4260,756,"09 17, 2016"
3648,756,"09 16, 2016"
282,758,"10 24, 2015"
3874,760,"07 17, 2017"
6968,760,"07 11, 2017"
189,760,"03 21, 2017"
5589,758,"09 26, 2015"
5269,756,"12 14, 2015"
6969,756,"11 21, 2015"
5998,761,"08 28, 2017"
6970,756,"09 3, 2015"
1729,758,"07 7, 2015"
3844,761,"08 19, 2017"
3825,762,"09 26, 2015"
6971,760,"12 4, 2016"
2485,760,"10 19, 2016"
4300,761,"08 6, 2017"
3189,762,"05 5, 2015"
6972,758,"12 31, 2014"
6464,762,"03 21, 2015"
6419,762,"03 11, 2015"
6973,761,"07 10, 2017"
703,756,"03 17, 2015"
4322,762,"02 1, 2015"
4147,761,"05 30, 2017"
6974,762,"10 11, 2014"
5302,756,"01 15, 2015"
5650,761,"02 3, 2017"
4145,756,"12 3, 2014"
6839,756,"11 29, 2014"
649,758,"01 15, 2014"
3819,758,"12 17, 2013"
6800,762,"07 2, 2014"
6336,761,"11 5, 2016"
2545,762,"06 3, 2014"
6975,756,"08 16, 2014"
5066,760,"03 4, 2015"
6976,760,"02 12, 2015"
584,758,"06 24, 2013"
6977,761,"09 18, 2016"
6978,756,"07 15, 2014"
6434,762,"01 13, 2014"
6979,762,"01 1, 2014"
6980,760,"10 11, 2014"
3519,761,"07 18, 2016"
6981,756,"06 19, 2014"
5714,756,"06 12, 2014"
6982,756,"06 7, 2014"
4915,762,"12 3, 2013"
2584,758,"05 26, 2013"
4756,760,"07 4, 2014"
1420,762,"11 20, 2013"
6983,758,"05 20, 2013"
2580,758,"05 20, 2013"
4682,756,"05 9, 2014"
5331,761,"10 31, 2015"
4070,756,"05 5, 2014"
4998,761,"09 24, 2015"
5758,760,"05 3, 2014"
6972,756,"04 19, 2014"
5979,758,"05 7, 2013"
4221,756,"04 16, 2014"
3044,760,"04 15, 2014"
6984,761,"09 2, 2015"
6985,761,"09 1, 2015"
6986,761,"08 30, 2015"
511,761,"08 29, 2015"
6987,761,"08 23, 2015"
6018,758,"04 28, 2013"
1806,761,"08 22, 2015"
6016,758,"04 22, 2013"
4420,758,"04 13, 2013"
6019,758,"04 9, 2013"
4427,758,"04 6, 2013"
6988,758,"04 5, 2013"
6989,761,"03 29, 2015"
439,756,"03 27, 2014"
4111,756,"03 27, 2014"
2367,761,"02 10, 2015"
6990,761,"01 22, 2015"
6665,761,"01 20, 2015"
6917,756,"03 23, 2014"
5297,756,"03 19, 2014"
6282,763,"08 27, 2013"
4410,761,"11 3, 2014"
6039,761,"11 2, 2014"
3469,756,"02 9, 2014"
62,756,"10 31, 2013"
1808,756,"10 20, 2013"
6991,763,"06 25, 2017"
6992,763,"03 17, 2017"
6444,761,"09 16, 2014"
2508,756,"08 30, 2013"
6993,763,"10 19, 2016"
6994,761,"09 2, 2014"
2019,761,"09 1, 2014"
5912,763,"04 5, 2016"
5302,761,"08 25, 2014"
6362,761,"08 25, 2014"
1914,756,"07 28, 2013"
6287,756,"07 25, 2013"
5000,761,"08 21, 2014"
6995,763,"10 12, 2015"
2607,761,"08 19, 2014"
6996,763,"06 30, 2015"
6896,764,"11 3, 2017"
5713,761,"08 5, 2014"
6534,761,"07 31, 2014"
1571,756,"10 3, 2012"
6997,756,"10 1, 2012"
5392,764,"04 13, 2017"
1987,756,"09 17, 2012"
5387,761,"07 27, 2014"
565,764,"02 19, 2017"
2021,761,"07 24, 2014"
4714,764,"01 10, 2017"
3794,764,"12 31, 2016"
1398,763,"07 12, 2014"
1593,761,"07 22, 2014"
6998,761,"07 22, 2014"
1704,763,"03 12, 2014"
3325,763,"12 18, 2013"
1878,764,"07 17, 2016"
2317,763,"09 7, 2013"
2141,764,"06 24, 2016"
6999,761,"07 13, 2014"
6290,761,"07 13, 2014"
7000,761,"07 12, 2014"
3449,764,"06 3, 2016"
7001,764,"05 20, 2016"
2253,764,"05 20, 2016"
4106,764,"05 18, 2016"
3856,761,"07 9, 2014"
3111,764,"03 13, 2016"
155,764,"02 21, 2016"
1767,764,"02 10, 2016"
2046,764,"01 16, 2016"
771,764,"01 13, 2016"
5730,761,"06 15, 2014"
5393,761,"06 15, 2014"
3617,764,"07 22, 2015"
2755,765,"09 2, 2015"
2920,761,"06 10, 2014"
1336,765,"05 16, 2015"
5486,766,"03 29, 2013"
1782,766,"04 19, 2017"
7002,761,"06 1, 2014"
2576,761,"05 31, 2014"
5405,764,"01 19, 2015"
4984,766,"07 14, 2015"
1762,765,"12 7, 2014"
482,764,"01 4, 2015"
3502,766,"01 12, 2015"
5394,764,"12 16, 2014"
6839,766,"11 18, 2014"
5193,764,"12 11, 2014"
2619,766,"10 16, 2014"
5576,764,"11 27, 2014"
3113,764,"11 18, 2014"
2183,761,"05 9, 2014"
1571,761,"05 4, 2014"
5536,766,"07 17, 2014"
5384,766,"07 13, 2014"
5550,761,"04 8, 2014"
6133,761,"02 9, 2014"
3407,764,"09 26, 2014"
3588,764,"09 24, 2014"
6398,764,"09 20, 2014"
7003,764,"09 20, 2014"
86,767,"01 29, 2013"
1379,767,"12 3, 2012"
2166,764,"09 13, 2014"
846,765,"03 6, 2014"
6629,764,"08 29, 2014"
5478,761,"11 9, 2013"
3498,767,"10 21, 2016"
7004,761,"10 8, 2013"
7005,766,"04 25, 2013"
2204,766,"04 16, 2013"
7006,761,"09 30, 2013"
3579,761,"09 27, 2013"
2079,766,"04 10, 2013"
5625,764,"07 29, 2014"
2074,764,"07 27, 2014"
4339,765,"11 10, 2013"
7007,764,"07 23, 2014"
7008,764,"07 20, 2014"
6497,767,"06 19, 2016"
1371,767,"06 16, 2016"
3792,767,"06 15, 2016"
4339,767,"06 11, 2016"
287,761,"08 1, 2013"
2235,764,"07 7, 2014"
2073,764,"07 1, 2014"
7009,767,"07 13, 2015"
5395,764,"06 17, 2014"
5399,764,"06 16, 2014"
7010,764,"06 6, 2014"
6356,768,"08 8, 2015"
7011,767,"05 19, 2014"
6951,767,"05 7, 2014"
1998,768,"07 1, 2015"
1295,764,"05 6, 2014"
7012,764,"05 5, 2014"
4011,765,"06 29, 2013"
6625,764,"04 25, 2014"
7013,768,"03 14, 2015"
5164,769,"10 2, 2014"
3107,768,"02 19, 2015"
6604,768,"02 1, 2015"
7014,769,"07 16, 2014"
7015,769,"06 28, 2014"
6748,769,"05 26, 2014"
799,764,"04 2, 2014"
6552,769,"03 13, 2014"
6494,769,"03 9, 2014"
578,764,"03 23, 2014"
6437,769,"02 12, 2014"
7016,768,"06 8, 2014"
3325,767,"12 21, 2013"
7017,769,"02 3, 2014"
6476,769,"01 28, 2014"
4057,767,"12 17, 2013"
5142,768,"04 26, 2014"
1409,768,"04 12, 2014"
2985,764,"03 18, 2014"
7018,767,"12 2, 2013"
7019,768,"01 4, 2014"
6096,767,"11 11, 2013"
766,768,"12 7, 2013"
434,764,"03 1, 2014"
1557,768,"10 7, 2013"
6997,768,"09 10, 2013"
5736,767,"09 3, 2013"
7020,764,"02 3, 2014"
3004,767,"06 7, 2013"
5358,764,"01 29, 2014"
7021,765,"05 30, 2013"
7022,768,"07 23, 2013"
537,768,"07 17, 2013"
7023,770,"08 16, 2017"
6317,770,"07 25, 2017"
1444,768,"07 3, 2013"
2272,767,"03 27, 2013"
1580,768,"06 29, 2013"
534,768,"06 20, 2013"
7024,770,"10 2, 2016"
7025,767,"03 19, 2013"
1686,770,"08 2, 2016"
1571,767,"03 11, 2013"
7026,767,"03 7, 2013"
3297,770,"07 24, 2016"
5338,770,"10 22, 2015"
7027,765,"05 23, 2013"
5393,764,"01 7, 2014"
7028,770,"06 30, 2015"
7029,770,"06 8, 2015"
7030,770,"05 5, 2015"
7031,765,"05 20, 2013"
7032,770,"03 13, 2015"
6321,770,"03 10, 2015"
1008,764,"01 1, 2014"
7033,770,"12 16, 2014"
7034,770,"09 4, 2014"
3325,764,"12 18, 2013"
3296,764,"12 18, 2013"
6243,770,"07 31, 2014"
6224,770,"05 24, 2014"
7035,770,"04 20, 2014"
2500,764,"12 6, 2013"
5401,764,"11 29, 2013"
7036,770,"07 22, 2013"
2231,771,"12 7, 2017"
7037,770,"02 17, 2013"
6222,770,"02 14, 2013"
3282,770,"01 26, 2013"
7038,771,"06 30, 2017"
2515,765,"05 2, 2013"
7039,770,"01 8, 2013"
1724,764,"09 1, 2013"
6904,764,"08 29, 2013"
2564,770,"12 11, 2012"
4095,772,"11 16, 2017"
2471,764,"08 18, 2013"
7040,770,"11 21, 2012"
4491,764,"08 16, 2013"
5591,771,"12 28, 2016"
4529,771,"12 16, 2016"
7041,771,"12 13, 2016"
5963,772,"04 3, 2017"
7042,772,"03 11, 2017"
4805,772,"01 30, 2017"
1663,771,"08 19, 2016"
6289,764,"07 25, 2013"
7043,764,"07 21, 2013"
5714,771,"03 28, 2016"
3096,764,"07 5, 2013"
6561,770,"09 13, 2011"
6902,764,"07 1, 2013"
7044,770,"09 12, 2011"
5656,770,"09 10, 2011"
4807,772,"09 5, 2015"
2079,773,"01 28, 2014"
3382,773,"01 28, 2014"
5095,774,"04 16, 2017"
4970,764,"06 22, 2013"
5037,772,"06 27, 2015"
3327,773,"10 9, 2017"
7045,773,"09 17, 2017"
1730,764,"06 14, 2013"
7046,764,"06 13, 2013"
1506,775,"01 30, 2015"
2340,775,"01 28, 2015"
7047,771,"01 2, 2016"
6285,771,"11 25, 2015"
5250,772,"05 3, 2015"
1485,773,"02 10, 2017"
1060,773,"12 7, 2016"
5407,764,"06 11, 2013"
7048,773,"11 14, 2016"
4978,764,"06 7, 2013"
7049,772,"04 1, 2015"
6102,775,"10 8, 2017"
1139,775,"09 3, 2017"
5561,764,"06 5, 2013"
4359,771,"07 30, 2015"
1062,771,"07 22, 2015"
2748,773,"05 29, 2016"
5062,772,"03 12, 2015"
7050,773,"04 9, 2016"
7051,764,"06 2, 2013"
6568,771,"06 26, 2015"
5424,774,"02 8, 2015"
1038,772,"02 28, 2015"
5478,764,"05 30, 2013"
2636,774,"12 29, 2014"
2369,773,"12 1, 2015"
2950,764,"05 28, 2013"
5599,774,"12 9, 2014"
3406,771,"04 26, 2015"
2780,773,"07 28, 2015"
226,774,"11 11, 2014"
2341,774,"10 30, 2014"
926,773,"07 15, 2015"
3494,775,"06 12, 2016"
1879,774,"10 25, 2014"
7052,772,"11 7, 2014"
2757,773,"06 26, 2015"
7053,773,"06 14, 2015"
1564,764,"05 22, 2013"
7054,773,"05 30, 2015"
2081,771,"03 16, 2015"
7055,775,"04 19, 2016"
1272,775,"03 30, 2016"
6799,764,"05 17, 2013"
1849,764,"05 16, 2013"
6000,775,"03 29, 2016"
693,775,"03 28, 2016"
6161,773,"02 9, 2015"
7056,775,"03 12, 2016"
4555,772,"08 5, 2014"
7057,773,"01 21, 2015"
5400,764,"05 12, 2013"
6159,773,"01 3, 2015"
7058,774,"08 19, 2014"
4977,764,"05 8, 2013"
6761,764,"04 30, 2013"
469,764,"03 8, 2013"
1184,764,"03 3, 2013"
980,764,"02 10, 2013"
1787,774,"08 10, 2014"
1426,775,"02 3, 2016"
1904,774,"08 6, 2014"
7059,772,"06 6, 2014"
797,773,"06 11, 2014"
2079,774,"07 20, 2014"
2663,773,"04 13, 2014"
6647,773,"04 5, 2014"
5916,772,"04 11, 2014"
1898,773,"03 20, 2014"
1342,774,"07 10, 2014"
731,774,"07 10, 2014"
7060,772,"04 4, 2014"
7061,772,"04 4, 2014"
4819,772,"04 2, 2014"
6894,773,"03 20, 2014"
1613,775,"08 14, 2015"
5991,774,"07 1, 2014"
1976,773,"03 13, 2014"
7062,776,"10 12, 2016"
5327,776,"09 15, 2016"
2317,773,"03 5, 2014"
6496,772,"02 5, 2014"
6260,773,"03 1, 2014"
2250,776,"07 10, 2016"
2253,776,"06 15, 2016"
7063,775,"06 21, 2015"
2294,773,"02 9, 2014"
6655,773,"02 8, 2014"
3400,776,"05 20, 2016"
2974,773,"02 5, 2014"
2844,773,"02 5, 2014"
3688,776,"04 2, 2016"
2311,773,"01 29, 2014"
6282,773,"01 28, 2014"
6007,772,"10 30, 2013"
6828,772,"10 26, 2013"
2453,775,"05 29, 2015"
6906,776,"11 5, 2015"
3994,775,"05 24, 2015"
138,777,"03 18, 2018"
1986,775,"05 10, 2015"
1549,776,"07 16, 2015"
7064,772,"09 11, 2013"
7065,775,"04 30, 2015"
7066,775,"04 29, 2015"
5874,775,"04 25, 2015"
1476,777,"07 18, 2017"
7067,777,"07 3, 2017"
3132,777,"06 18, 2017"
7068,775,"04 21, 2015"
2581,778,"03 1, 2018"
7069,776,"05 7, 2015"
3384,777,"04 6, 2017"
7070,778,"10 17, 2017"
3945,777,"03 17, 2017"
5041,772,"08 13, 2013"
1139,778,"09 9, 2017"
703,776,"04 23, 2015"
855,777,"02 25, 2017"
7071,777,"02 25, 2017"
7072,777,"02 21, 2017"
7073,777,"02 20, 2017"
7005,776,"04 22, 2015"
3209,775,"04 6, 2015"
86,776,"04 16, 2015"
3105,776,"04 15, 2015"
4111,778,"07 24, 2017"
1379,776,"04 11, 2015"
7074,777,"01 28, 2017"
103,778,"05 21, 2017"
682,778,"05 12, 2017"
5004,775,"04 3, 2015"
3076,772,"07 22, 2013"
4075,778,"04 20, 2017"
5034,775,"03 26, 2015"
5520,772,"07 12, 2013"
6947,777,"01 11, 2017"
781,778,"01 12, 2017"
4404,775,"03 22, 2015"
1805,778,"01 6, 2017"
7056,778,"01 5, 2017"
7075,775,"03 19, 2015"
3965,775,"03 18, 2015"
226,775,"02 19, 2015"
7076,777,"12 17, 2016"
1427,777,"12 17, 2016"
7077,777,"12 13, 2016"
6354,778,"08 10, 2016"
4098,777,"08 14, 2016"
3539,778,"07 26, 2016"
5041,778,"07 24, 2016"
3994,778,"07 16, 2016"
6357,777,"05 29, 2016"
6878,778,"07 15, 2016"
5590,777,"04 19, 2016"
7078,778,"06 27, 2016"
184,777,"03 16, 2016"
250,778,"06 21, 2016"
5775,777,"03 6, 2016"
70,779,"06 26, 2013"
86,779,"06 25, 2013"
527,779,"06 9, 2013"
6689,777,"02 18, 2016"
5354,779,"11 12, 2016"
7068,778,"06 7, 2016"
1806,779,"07 5, 2016"
2453,778,"06 4, 2016"
5417,780,"12 29, 2016"
7048,780,"11 14, 2016"
797,780,"05 15, 2016"
7079,777,"01 27, 2016"
7080,779,"03 19, 2016"
1774,777,"01 25, 2016"
2141,779,"02 6, 2016"
2268,781,"07 9, 2013"
2757,780,"08 25, 2015"
4983,779,"02 3, 2016"
2780,780,"07 28, 2015"
6894,780,"07 21, 2015"
7081,780,"07 3, 2015"
3107,781,"01 14, 2017"
7082,780,"06 26, 2015"
6482,780,"06 5, 2015"
7054,780,"05 31, 2015"
2917,780,"05 18, 2015"
3247,780,"05 8, 2015"
788,782,"08 9, 2000"
2513,781,"11 18, 2014"
472,782,"11 22, 2017"
5721,777,"01 3, 2016"
2500,779,"11 5, 2015"
7083,781,"03 19, 2014"
4014,777,"12 29, 2015"
7084,782,"05 30, 2017"
2866,779,"09 29, 2015"
6635,777,"11 20, 2015"
5504,779,"09 3, 2015"
2755,777,"10 1, 2015"
7085,777,"09 24, 2015"
3325,781,"12 18, 2013"
7086,781,"12 3, 2013"
4975,781,"10 25, 2013"
1379,781,"10 14, 2013"
3410,781,"10 6, 2013"
226,778,"05 4, 2016"
7087,779,"08 11, 2015"
1849,781,"09 29, 2013"
3269,779,"07 23, 2015"
6512,783,"09 24, 2013"
3226,778,"04 28, 2016"
5604,782,"02 22, 2016"
3993,781,"08 4, 2013"
1070,782,"01 14, 2016"
63,777,"07 12, 2015"
1646,779,"07 13, 2015"
7088,783,"09 15, 2014"
4926,783,"08 19, 2014"
6761,781,"07 31, 2013"
7089,779,"07 5, 2015"
3410,783,"06 28, 2014"
7090,778,"04 24, 2016"
2079,783,"03 7, 2014"
362,781,"07 9, 2013"
7091,783,"02 14, 2014"
709,778,"04 21, 2016"
5578,778,"04 19, 2016"
6005,777,"05 7, 2015"
6897,783,"10 12, 2013"
6282,783,"10 8, 2013"
7092,783,"10 3, 2013"
4399,783,"09 25, 2013"
4019,777,"03 31, 2015"
4638,782,"03 25, 2015"
2260,778,"04 19, 2016"
656,782,"01 2, 2015"
7066,778,"04 14, 2016"
4093,778,"04 13, 2016"
2197,782,"12 25, 2014"
7093,782,"11 13, 2014"
7094,782,"10 22, 2014"
5842,777,"02 7, 2015"
4435,779,"05 16, 2015"
6663,782,"10 3, 2014"
4733,777,"01 21, 2015"
684,777,"01 8, 2015"
241,782,"09 3, 2014"
6635,779,"05 10, 2015"
87,782,"06 11, 2014"
6748,784,"05 28, 2013"
5486,784,"05 28, 2013"
7095,779,"01 7, 2015"
4849,784,"09 1, 2014"
4904,784,"06 11, 2014"
7096,777,"12 20, 2014"
3465,779,"11 25, 2014"
6304,784,"03 5, 2014"
1307,777,"12 16, 2014"
1880,782,"12 31, 2013"
627,782,"12 28, 2013"
3677,784,"11 23, 2013"
5323,784,"11 1, 2013"
6386,779,"10 16, 2014"
7097,784,"09 20, 2013"
1246,782,"09 24, 2013"
576,782,"08 25, 2013"
5943,779,"08 8, 2014"
778,782,"07 5, 2013"
4701,784,"07 8, 2013"
4963,784,"07 4, 2013"
4699,784,"06 20, 2013"
7098,782,"01 27, 2013"
5484,784,"06 14, 2013"
7099,784,"06 10, 2013"
4506,784,"06 10, 2013"
2452,785,"10 9, 2017"
1611,784,"06 8, 2013"
4724,782,"08 14, 2012"
24,782,"08 8, 2012"
98,782,"07 4, 2012"
6736,779,"12 6, 2013"
3896,782,"06 10, 2012"
1077,782,"12 18, 2011"
6299,782,"10 17, 2011"
2324,782,"07 28, 2011"
7100,777,"11 6, 2014"
4852,784,"05 31, 2013"
1598,779,"10 23, 2013"
7101,782,"05 20, 2010"
103,782,"03 2, 2010"
7102,777,"11 4, 2014"
2007,777,"11 2, 2014"
861,782,"11 1, 2009"
5485,784,"05 29, 2013"
2304,785,"02 2, 2016"
102,782,"04 18, 2009"
1571,779,"09 23, 2013"
704,784,"05 29, 2013"
6484,784,"05 28, 2013"
554,782,"01 11, 2007"
629,782,"10 15, 2002"
2860,779,"09 4, 2013"
703,779,"08 22, 2013"
537,779,"08 14, 2013"
2273,777,"10 19, 2014"
192,777,"10 18, 2014"
3325,777,"10 15, 2014"
7103,777,"09 11, 2014"
4975,777,"08 25, 2014"
844,777,"08 18, 2014"
3264,785,"08 5, 2014"
4701,786,"03 31, 2015"
6748,786,"03 31, 2015"
2661,785,"05 30, 2014"
4699,786,"02 22, 2017"
4502,786,"08 1, 2016"
3695,786,"06 4, 2016"
7104,786,"02 10, 2016"
526,785,"02 10, 2014"
3974,786,"01 9, 2016"
2141,785,"01 14, 2014"
4847,786,"11 4, 2015"
6661,786,"09 8, 2015"
2686,785,"12 15, 2013"
2343,786,"06 16, 2015"
7105,786,"06 9, 2015"
797,785,"11 14, 2013"
6799,785,"11 5, 2013"
726,785,"10 11, 2013"
6556,786,"05 8, 2015"
5959,786,"05 4, 2015"
7106,786,"05 3, 2015"
7107,786,"04 20, 2015"
2803,786,"04 18, 2015"
7108,786,"04 18, 2015"
7109,786,"04 14, 2015"
7110,786,"04 13, 2015"
4511,786,"04 12, 2015"
1611,786,"04 12, 2015"
5485,786,"04 10, 2015"
6500,786,"04 8, 2015"
6437,786,"04 8, 2015"
2753,786,"04 6, 2015"
7111,786,"04 6, 2015"
4849,786,"04 5, 2015"
6432,786,"04 5, 2015"
7099,786,"04 5, 2015"
6745,786,"04 3, 2015"
7112,786,"04 3, 2015"
4389,786,"04 2, 2015"
3076,786,"04 2, 2015"
7113,786,"04 2, 2015"
7114,786,"04 1, 2015"
7115,787,"05 29, 2014"
5078,787,"05 28, 2014"
7116,787,"09 14, 2015"
6458,787,"02 24, 2015"
4235,787,"10 6, 2014"
7117,787,"08 5, 2014"
5072,787,"07 5, 2014"
7118,787,"06 27, 2014"
3076,787,"06 24, 2014"
7119,787,"06 22, 2014"
3975,787,"06 11, 2014"
7120,787,"06 7, 2014"
6456,787,"06 1, 2014"
6943,788,"11 20, 2012"
1445,788,"11 17, 2012"
1876,788,"07 17, 2016"
6689,788,"09 2, 2015"
3404,788,"12 15, 2014"
6946,788,"09 21, 2014"
3325,788,"12 21, 2013"
75,788,"03 13, 2013"
2343,789,"07 1, 2014"
4805,789,"01 30, 2017"
6552,789,"06 21, 2016"
2048,788,"01 24, 2013"
5327,790,"04 14, 2017"
6903,790,"04 4, 2017"
3239,790,"02 26, 2017"
7121,789,"01 14, 2016"
1060,791,"11 12, 2017"
5333,789,"10 19, 2015"
2842,788,"01 12, 2013"
7122,790,"01 18, 2017"
2743,790,"12 13, 2016"
1998,788,"01 4, 2013"
6437,792,"12 4, 2013"
4702,792,"12 3, 2013"
362,788,"01 3, 2013"
3822,789,"08 17, 2015"
2343,792,"12 23, 2015"
3076,792,"03 2, 2015"
5780,791,"11 22, 2016"
4850,792,"07 5, 2014"
3977,792,"05 24, 2014"
7123,792,"05 13, 2014"
1762,790,"09 26, 2016"
7124,789,"08 6, 2015"
7125,791,"09 30, 2016"
7126,792,"01 5, 2014"
3115,789,"07 26, 2015"
2254,791,"04 27, 2016"
2317,791,"04 8, 2016"
2977,793,"12 23, 2013"
5037,789,"07 4, 2015"
921,791,"02 10, 2016"
712,793,"01 23, 2017"
3306,790,"08 21, 2016"
336,791,"11 2, 2015"
7127,793,"12 9, 2015"
7086,790,"07 27, 2016"
2250,790,"07 27, 2016"
2731,791,"10 4, 2015"
709,793,"08 14, 2015"
6108,793,"04 20, 2015"
7128,791,"07 11, 2015"
1976,789,"09 23, 2014"
4106,790,"05 17, 2016"
7129,789,"08 31, 2014"
4903,790,"05 1, 2016"
4028,791,"05 28, 2015"
2946,791,"05 26, 2015"
1088,791,"05 24, 2015"
5004,793,"06 23, 2014"
6866,790,"04 7, 2016"
6202,790,"03 3, 2016"
7130,793,"03 25, 2014"
6496,789,"08 2, 2014"
7131,793,"03 10, 2014"
7132,793,"03 3, 2014"
7133,793,"02 15, 2014"
3994,793,"02 12, 2014"
2293,790,"12 14, 2015"
2688,791,"11 13, 2014"
6596,791,"11 11, 2014"
5370,791,"10 26, 2014"
2822,791,"10 18, 2014"
4443,790,"10 12, 2015"
3325,791,"09 14, 2014"
2347,791,"09 8, 2014"
6496,791,"09 2, 2014"
5387,790,"07 25, 2015"
4885,790,"06 28, 2015"
2367,790,"06 21, 2015"
1737,790,"05 7, 2015"
6512,794,"02 26, 2013"
3977,794,"12 6, 2014"
6496,794,"03 5, 2014"
6601,794,"03 2, 2014"
2909,794,"01 23, 2014"
2911,790,"03 29, 2015"
