user,item,Time
5772,15131,"02 25, 2013"
13177,14550,"03 11, 2018"
8082,13981,"01 17, 2017"
9677,2183,"02 10, 2017"
1082,366,"01 24, 2017"
9898,3127,"05 12, 2016"
14075,9852,"07 3, 2013"
2793,13748,"09 9, 2015"
5574,3114,"12 26, 2016"
8192,12220,"12 22, 2015"
13223,14315,"10 12, 2017"
9234,2302,"07 6, 2007"
14975,12813,"08 12, 2017"
1078,10474,"05 16, 2015"
6701,13423,"10 9, 2016"
13320,7895,"10 14, 2013"
9259,2384,"03 19, 2016"
10676,14288,"06 24, 2016"
6575,678,"09 10, 2013"
14144,11061,"05 26, 2013"
3925,7464,"12 6, 2014"
1013,3916,"02 2, 2005"
7594,10708,"05 31, 2013"
5813,651,"02 4, 2012"
3116,10886,"10 9, 2014"
4295,6072,"03 29, 2016"
9551,1448,"03 21, 2016"
9168,4951,"07 24, 2016"
4056,257,"04 11, 2014"
3458,13977,"06 7, 2016"
13868,13010,"02 26, 2017"
5341,7794,"04 8, 2013"
3530,10333,"06 16, 2015"
992,2865,"02 24, 2011"
3962,14182,"03 12, 2017"
14493,14980,"03 10, 2017"
8312,2265,"08 20, 2016"
14156,13993,"09 30, 2015"
3311,10570,"02 23, 2016"
2237,2503,"05 13, 2017"
3382,3337,"06 25, 2016"
3109,826,"04 5, 2014"
1275,63,"08 5, 2012"
3381,11199,"02 23, 2014"
3721,13653,"01 15, 2015"
1952,13177,"12 1, 2013"
3101,4147,"06 27, 2016"
9078,1898,"05 26, 2009"
854,7575,"01 3, 2013"
2521,6227,"12 2, 2017"
1957,639,"06 11, 2011"
7021,9889,"05 30, 2013"
8486,6771,"07 12, 2015"
8994,6642,"02 26, 2018"
4045,7487,"09 10, 2014"
13707,9985,"11 16, 2015"
12866,14269,"09 28, 2017"
2690,1537,"07 11, 2012"
7114,10443,"04 7, 2015"
9369,4710,"05 4, 2018"
4998,3029,"05 7, 2014"
9839,4885,"08 25, 2012"
6364,11077,"11 23, 2013"
3468,3220,"11 10, 2016"
14102,13876,"06 14, 2016"
10664,8657,"08 20, 2011"
8899,2680,"09 3, 2017"
8140,7724,"02 28, 2018"
11924,8752,"03 19, 2014"
12544,10556,"08 9, 2015"
7063,2340,"11 19, 2014"
10751,6612,"09 12, 2015"
9286,7471,"10 3, 2016"
62,3637,"03 26, 2016"
6803,1625,"08 8, 2015"
14077,8149,"12 11, 2017"
7984,7115,"10 7, 2015"
2704,9608,"01 18, 2013"
2946,5546,"12 15, 2016"
5164,6791,"04 17, 2015"
12850,4454,"07 8, 2013"
13278,13120,"12 30, 2014"
6208,7516,"10 3, 2015"
528,1652,"04 3, 2012"
11985,8423,"09 3, 2017"
6282,1067,"03 29, 2016"
795,3662,"08 2, 2002"
14550,6054,"03 8, 2016"
2075,8732,"12 14, 2010"
835,4668,"04 29, 2014"
12302,5653,"09 4, 2014"
1079,4590,"10 26, 2010"
6454,4894,"06 5, 2013"
2939,10006,"11 1, 2013"
1652,2323,"07 28, 2007"
1123,2605,"11 11, 2016"
529,10605,"05 29, 2016"
764,2936,"01 18, 2014"
8563,11833,"12 9, 2014"
7505,900,"03 10, 2015"
1445,543,"02 18, 2010"
8249,6822,"04 14, 2018"
4966,5502,"04 7, 2015"
1805,9861,"03 20, 2015"
3805,9230,"07 2, 2017"
14893,10130,"10 20, 2014"
3032,2073,"09 1, 2015"
13917,7911,"06 2, 2014"
10931,7865,"04 27, 2017"
8547,3258,"01 22, 2015"
13761,5873,"01 29, 2017"
10358,7611,"09 25, 2013"
7390,13759,"10 30, 2015"
8366,6131,"07 19, 2017"
7595,11272,"02 22, 2014"
2359,14432,"09 18, 2017"
4923,9853,"03 2, 2014"
2332,6412,"02 4, 2011"
1845,540,"02 22, 2014"
797,8554,"12 28, 2015"
13317,12878,"05 8, 2017"
5550,2401,"03 17, 2012"
12296,5653,"02 23, 2013"
12786,8740,"02 21, 2012"
11606,9923,"06 15, 2017"
12947,7427,"11 26, 2016"
2708,11054,"11 20, 2013"
9701,9552,"01 2, 2014"
3375,11667,"01 17, 2017"
2146,675,"01 5, 2012"
311,2934,"09 26, 2003"
5078,13991,"03 27, 2014"
7839,904,"09 3, 2015"
12214,7957,"02 22, 2014"
2508,7362,"01 13, 2015"
5701,3027,"03 20, 2014"
4308,2680,"05 22, 2017"
5486,9368,"11 27, 2012"
8615,1488,"12 31, 2016"
3161,5345,"09 25, 2015"
9164,2400,"07 22, 2015"
2269,5970,"02 9, 2018"
4967,13459,"04 8, 2017"
8274,10630,"03 7, 2013"
7982,6372,"11 21, 2010"
15027,14129,"11 12, 2017"
4011,5482,"08 17, 2014"
3495,3850,"12 29, 2017"
3670,2651,"11 27, 2014"
4918,13356,"06 29, 2016"
833,4504,"11 4, 2012"
12924,7499,"12 1, 2012"
9178,15109,"03 5, 2014"
11993,12234,"11 16, 2015"
10160,11702,"10 29, 2014"
6367,5965,"01 22, 2018"
14949,14499,"12 14, 2017"
205,2658,"03 9, 2012"
3386,3823,"05 29, 2016"
15059,13539,"04 5, 2016"
194,3005,"01 5, 2018"
1295,4650,"04 16, 2011"
12866,10651,"03 19, 2015"
4885,11014,"04 7, 2016"
1509,3658,"07 22, 2013"
3207,7276,"10 11, 2015"
4458,2540,"03 3, 2015"
183,14845,"12 13, 2013"
14479,12596,"02 5, 2017"
2826,734,"01 11, 2013"
7145,796,"02 1, 2014"
1008,2731,"02 18, 2018"
8580,2170,"01 30, 2016"
6974,14468,"10 25, 2017"
9010,2840,"08 6, 2017"
13741,5635,"02 23, 2013"
5078,4349,"03 6, 2015"
4847,10140,"11 4, 2015"
8391,3104,"02 16, 2016"
8192,8248,"06 3, 2017"
8867,2611,"04 2, 2013"
10605,11611,"11 19, 2017"
4064,3278,"11 22, 2013"
1443,2625,"12 25, 2013"
11755,4916,"09 4, 2012"
6376,7170,"03 23, 2016"
11517,9888,"11 21, 2013"
10751,6527,"02 15, 2016"
5463,8183,"10 7, 2014"
6611,5633,"03 20, 2014"
5732,10000,"03 30, 2014"
11989,3142,"08 17, 2013"
11825,4027,"10 4, 2013"
1960,2103,"11 26, 2011"
7948,925,"09 26, 2014"
7396,11337,"05 11, 2016"
277,2172,"04 28, 2010"
9450,15019,"03 2, 2015"
2598,5420,"01 18, 2015"
10423,8850,"10 4, 2015"
3485,9615,"12 29, 2013"
4627,9761,"03 25, 2012"
2136,2096,"05 11, 2010"
2587,8896,"04 25, 2014"
4052,1672,"01 7, 2015"
7282,3183,"04 27, 2015"
10617,6580,"06 23, 2015"
7481,7556,"01 9, 2013"
12614,13904,"02 8, 2015"
685,12515,"09 2, 2017"
13438,6526,"04 6, 2016"
6660,9882,"11 8, 2015"
12164,14960,"05 29, 2018"
7730,13984,"01 31, 2015"
3111,7332,"03 28, 2017"
201,39,"04 7, 2015"
13807,7825,"12 15, 2012"
9478,8347,"08 7, 2017"
3776,2287,"06 8, 2001"
5057,3469,"01 26, 2018"
8427,1050,"10 2, 2015"
8114,10084,"06 15, 2015"
3467,3811,"02 16, 2016"
10387,10279,"03 18, 2018"
10516,7711,"09 2, 2016"
6766,7578,"04 3, 2017"
3317,13872,"04 28, 2014"
9531,13330,"11 6, 2016"
6377,9292,"01 11, 2018"
3203,5469,"11 13, 2014"
7178,10425,"07 15, 2013"
7524,8887,"10 18, 2013"
11625,4533,"12 11, 2015"
12723,4443,"06 7, 2014"
7365,861,"08 9, 2017"
8249,3147,"03 21, 2014"
6810,3543,"11 2, 2013"
12166,11569,"01 5, 2015"
8169,15014,"06 5, 2018"
9155,1544,"07 7, 2013"
1932,5731,"06 27, 2016"
5541,10127,"04 26, 2017"
5497,3225,"05 27, 2017"
7475,10071,"01 27, 2016"
2538,2867,"07 5, 2014"
7764,4495,"03 17, 2014"
5171,9158,"09 2, 2014"
12732,11097,"01 31, 2015"
2451,9964,"04 5, 2014"
2203,206,"03 8, 2017"
7941,1130,"07 14, 2015"
8660,1119,"11 23, 2016"
12721,11905,"02 14, 2016"
5592,5181,"01 1, 2009"
989,2912,"05 20, 2001"
5432,455,"01 26, 2013"
2512,13688,"06 21, 2012"
524,4718,"02 8, 2013"
2765,8055,"02 28, 2015"
10721,6533,"06 22, 2014"
3540,14382,"08 21, 2017"
14235,12731,"11 19, 2016"
8230,13990,"04 19, 2016"
2808,11119,"12 16, 2013"
10526,9646,"09 14, 2014"
5098,7390,"08 14, 2013"
14062,6103,"01 21, 2018"
5192,8834,"05 20, 2012"
8230,11587,"08 9, 2016"
2083,1803,"09 25, 2012"
2265,5738,"04 19, 2012"
13214,14783,"05 18, 2017"
10724,7123,"11 3, 2017"
11678,10439,"01 17, 2014"
8371,5817,"04 25, 2018"
13803,6768,"12 10, 2015"
2853,13857,"11 4, 2014"
7880,1674,"03 24, 2015"
14370,15188,"11 11, 2014"
560,9528,"03 26, 2018"
11952,11099,"02 18, 2014"
12572,14277,"02 15, 2017"
10268,12760,"01 14, 2017"
7813,14258,"09 16, 2016"
7914,1672,"09 11, 2015"
3077,13562,"02 2, 2018"
4957,4897,"08 1, 2014"
12358,11555,"11 1, 2015"
6675,9517,"06 29, 2015"
4358,4590,"08 14, 2011"
275,12158,"08 8, 2017"
207,276,"01 11, 2015"
2193,3224,"01 30, 2016"
3214,4159,"10 24, 2016"
7162,8782,"09 20, 2015"
2795,11678,"02 29, 2016"
11266,2998,"06 2, 2011"
2895,8814,"01 2, 2014"
8429,15004,"10 13, 2017"
7327,10099,"08 5, 2013"
14188,9805,"05 26, 2014"
6552,3425,"04 24, 2015"
1755,2824,"04 10, 2012"
4843,9521,"09 23, 2017"
2138,1414,"07 25, 2009"
3828,2867,"03 17, 2014"
5923,564,"11 14, 2010"
6503,3218,"08 7, 2015"
12086,12432,"03 11, 2016"
9158,5753,"12 30, 2008"
10590,14056,"11 29, 2017"
3359,10047,"03 11, 2015"
4793,1909,"07 13, 2012"
8220,8300,"05 1, 2017"
12501,13704,"12 6, 2014"
1580,5362,"04 19, 2017"
7449,9814,"09 4, 2014"
6459,11182,"06 20, 2016"
4954,11753,"12 30, 2014"
1290,9677,"01 13, 2018"
9062,1250,"12 7, 2014"
7995,940,"06 19, 2013"
12966,5478,"12 30, 2014"
8451,14044,"07 10, 2015"
3048,5985,"05 17, 2014"
8376,5227,"09 23, 2016"
630,12155,"10 17, 2017"
6433,12402,"02 4, 2018"
7763,934,"09 26, 2015"
8901,5890,"04 26, 2018"
8988,2547,"06 24, 2013"
4082,3964,"08 13, 2016"
1976,9556,"04 9, 2015"
3973,9636,"01 3, 2016"
13870,14264,"03 27, 2017"
12142,6689,"04 26, 2018"
51,7960,"04 9, 2013"
76,4701,"12 27, 2001"
5458,9633,"10 14, 2016"
845,7854,"02 23, 2015"
2929,3313,"09 26, 2013"
8563,14320,"07 22, 2016"
768,1846,"11 29, 2012"
3309,10330,"10 14, 2015"
15122,14443,"09 20, 2017"
12026,5910,"06 9, 2016"
2795,6886,"02 19, 2018"
3181,906,"07 31, 2015"
4703,706,"01 13, 2017"
2721,11461,"04 19, 2015"
3045,5794,"06 7, 2014"
12119,9007,"08 19, 2016"
7424,13396,"08 19, 2014"
5238,2736,"08 11, 2016"
4939,2376,"05 28, 2013"
13441,11798,"01 16, 2015"
2305,8949,"03 2, 2010"
10011,13502,"11 29, 2017"
4442,5451,"07 19, 2005"
5773,15204,"07 25, 2018"
10477,14309,"01 31, 2018"
10610,7367,"05 1, 2013"
8919,3160,"12 22, 2017"
14092,10282,"02 8, 2014"
3299,5590,"05 13, 2014"
14253,12776,"07 7, 2017"
14652,6568,"12 23, 2017"
168,1293,"02 7, 2005"
9289,7754,"02 16, 2018"
2338,4304,"10 11, 2012"
8318,12415,"05 17, 2016"
132,14960,"05 29, 2018"
3439,6624,"01 13, 2016"
605,227,"07 8, 2010"
15315,14561,"04 17, 2018"
1808,4561,"08 8, 2017"
5870,4524,"02 8, 2017"
1904,1198,"01 16, 2010"
731,13149,"09 5, 2013"
10680,2084,"03 29, 2013"
6600,8383,"12 13, 2016"
8379,13020,"09 25, 2016"
6515,8643,"11 4, 2017"
2019,3721,"10 10, 2014"
8913,1982,"05 13, 2014"
2552,3142,"08 27, 2013"
271,1465,"06 30, 2010"
12970,10847,"07 24, 2016"
1239,14919,"10 17, 2007"
14013,12786,"10 21, 2017"
1912,6366,"12 6, 2013"
13236,7797,"08 13, 2013"
13697,8726,"09 3, 2014"
14792,13430,"08 10, 2017"
5365,1957,"05 18, 2012"
7866,9570,"07 17, 2016"
8432,10371,"09 17, 2013"
9437,2652,"10 18, 2016"
12182,10143,"11 29, 2015"
1089,2951,"04 5, 2015"
9580,6964,"12 21, 2014"
4821,4638,"08 1, 2014"
15300,12614,"08 15, 2016"
12298,8998,"08 3, 2015"
12182,12919,"05 15, 2017"
2268,3181,"05 23, 2017"
12215,14960,"05 29, 2018"
12583,15175,"07 7, 2015"
6476,13298,"07 16, 2014"
3315,14448,"10 14, 2017"
12063,13876,"08 5, 2015"
14544,6047,"03 19, 2014"
2324,14901,"03 14, 2011"
14934,14692,"12 30, 2015"
13208,7957,"05 26, 2013"
132,4154,"10 3, 2017"
6743,10992,"01 4, 2018"
2105,4767,"11 21, 2010"
8703,9081,"02 15, 2016"
8228,13489,"10 4, 2016"
5453,10670,"03 5, 2015"
13813,13447,"03 27, 2017"
3798,1260,"08 6, 2016"
10574,3198,"12 15, 2016"
2513,1171,"11 18, 2014"
1088,2626,"04 20, 2015"
241,1707,"03 29, 2013"
14597,11924,"03 23, 2014"
940,2135,"07 15, 2014"
9854,1576,"02 2, 2010"
14092,10351,"12 27, 2012"
9888,13904,"06 27, 2017"
1251,15057,"03 7, 2004"
1898,5383,"05 5, 2015"
8485,14040,"04 20, 2016"
9438,8671,"05 14, 2009"
12614,3421,"07 4, 2014"
6164,1664,"12 3, 2014"
11222,4435,"05 7, 2015"
6836,5469,"09 25, 2014"
4522,1989,"11 14, 2012"
14664,10846,"09 23, 2013"
13974,5512,"08 22, 2014"
11361,9461,"07 2, 2012"
7946,3324,"05 17, 2016"
8438,8694,"07 9, 2013"
427,8976,"08 11, 2016"
3974,15119,"08 20, 2017"
1815,1295,"04 24, 2013"
918,6205,"07 20, 2015"
14807,10128,"01 2, 2013"
3952,827,"01 9, 2017"
10959,4052,"01 17, 2013"
8134,8071,"06 17, 2015"
14859,14420,"01 18, 2018"
14024,8117,"11 15, 2016"
149,6945,"02 18, 2003"
6024,11751,"09 25, 2016"
13142,9519,"08 5, 2015"
5043,9529,"07 1, 2016"
7944,9890,"04 5, 2018"
9495,2457,"02 2, 2010"
3794,5104,"01 12, 2016"
5450,9515,"07 2, 2015"
3274,9531,"03 9, 2017"
14634,6545,"01 30, 2016"
1646,626,"07 30, 2016"
3359,8456,"04 3, 2018"
6590,13740,"02 10, 2015"
2116,3306,"01 5, 2014"
3373,13985,"11 13, 2016"
8924,5599,"02 3, 2013"
9383,8866,"09 18, 2013"
7724,8059,"05 31, 2015"
8675,7530,"12 22, 2013"
2218,168,"12 7, 2015"
13000,6873,"11 11, 2016"
13647,13882,"07 4, 2015"
2470,13629,"05 6, 2016"
5080,3112,"07 1, 2015"
6515,9597,"03 15, 2016"
4882,4924,"10 23, 2015"
2603,3682,"04 9, 2015"
3619,796,"09 13, 2016"
1008,598,"01 28, 2015"
3352,956,"05 27, 2015"
7611,2922,"07 7, 2017"
1585,3189,"02 9, 2013"
9845,2744,"01 27, 2016"
5495,3526,"08 4, 2014"
7899,2825,"08 10, 2015"
486,9412,"04 4, 2013"
7334,5510,"12 6, 2012"
6048,5356,"09 3, 2015"
1862,8724,"06 28, 2014"
8258,12167,"08 19, 2017"
7895,6019,"10 4, 2010"
2941,7406,"06 2, 2014"
481,10893,"11 6, 2015"
7321,10831,"06 21, 2013"
3372,7736,"07 19, 2016"
3822,10789,"03 6, 2016"
10079,2420,"06 6, 2011"
8147,12777,"12 14, 2016"
8080,8075,"01 28, 2015"
7751,6752,"08 23, 2013"
13822,10899,"10 7, 2015"
11898,13868,"11 15, 2016"
1224,14911,"06 4, 2010"
7522,1897,"03 17, 2018"
3076,792,"03 2, 2015"
9248,10546,"11 29, 2016"
6871,5759,"03 15, 2013"
9326,3698,"10 2, 2005"
7075,12962,"10 8, 2017"
3917,4905,"07 6, 2014"
487,67,"12 26, 2016"
4778,2545,"01 2, 2016"
3074,14795,"08 19, 2017"
10483,8078,"07 28, 2016"
335,7280,"07 28, 2016"
8265,4448,"08 11, 2014"
830,9608,"05 9, 2013"
1678,2727,"07 2, 2015"
4045,1412,"11 22, 2015"
12523,8620,"04 15, 2016"
11651,3256,"03 2, 2013"
12295,10044,"01 3, 2014"
12761,5639,"03 27, 2016"
581,9776,"02 17, 2013"
15019,12944,"08 24, 2017"
8354,3275,"08 10, 2016"
1265,14911,"10 15, 2002"
11707,6356,"07 28, 2013"
2760,8825,"01 17, 2016"
4736,4061,"10 20, 2016"
13439,13556,"12 8, 2016"
14838,14323,"04 6, 2018"
15288,13675,"07 26, 2016"
10743,7181,"10 22, 2015"
2512,13354,"02 1, 2016"
12967,7512,"10 18, 2016"
11751,10506,"06 15, 2017"
14102,11906,"05 1, 2016"
1874,14903,"04 11, 2013"
10259,14524,"01 19, 2018"
2670,2373,"04 13, 2009"
14344,6380,"02 2, 2016"
406,2617,"10 13, 2013"
11214,4334,"01 14, 2013"
8575,14211,"12 10, 2016"
7119,10087,"05 25, 2014"
8073,11781,"02 9, 2015"
5871,8943,"12 23, 2009"
4767,12510,"06 13, 2016"
13753,8003,"06 22, 2015"
9631,13803,"06 26, 2017"
3375,7967,"08 27, 2013"
12584,10693,"07 18, 2014"
36,4121,"12 20, 2015"
7982,2564,"10 17, 2011"
14246,13380,"01 30, 2015"
9958,3260,"03 29, 2016"
3808,11204,"04 1, 2016"
13394,5647,"01 29, 2014"
13962,8863,"02 17, 2016"
2212,6383,"03 2, 2009"
10474,11371,"03 28, 2016"
13497,7856,"07 8, 2013"
13658,9688,"07 3, 2015"
6672,3718,"01 2, 2015"
8025,953,"04 8, 2015"
3878,8661,"02 12, 2013"
7952,10938,"05 10, 2014"
5158,410,"03 4, 2015"
4427,3717,"12 3, 2013"
15153,15074,"12 14, 2017"
5078,9565,"05 26, 2015"
7386,10434,"05 4, 2013"
4706,8931,"05 2, 2015"
14502,13446,"12 4, 2017"
15339,13574,"09 5, 2016"
1777,2014,"10 8, 2011"
2317,908,"03 13, 2015"
13029,6899,"07 18, 2006"
6322,3195,"07 15, 2016"
7965,11367,"09 16, 2014"
9645,5660,"04 23, 2014"
15185,11825,"07 13, 2016"
5597,8651,"01 19, 2013"
11070,6369,"06 21, 2016"
3870,1269,"05 18, 2009"
3401,3088,"09 29, 2016"
3341,12758,"04 21, 2017"
222,1362,"09 20, 2013"
7800,2648,"06 15, 2017"
14439,8345,"08 3, 2017"
10857,4411,"05 15, 2014"
5808,9468,"04 9, 2012"
1964,1557,"07 27, 2011"
7457,861,"08 2, 2017"
1341,69,"05 8, 2015"
11370,6917,"08 2, 2015"
2300,1741,"06 23, 2015"
2370,4645,"11 17, 2008"
8185,12790,"03 6, 2017"
8743,2857,"08 5, 2014"
6069,9882,"08 29, 2014"
554,62,"06 27, 2005"
964,7470,"03 29, 2013"
8917,5227,"12 16, 2016"
9037,5487,"06 16, 2013"
4312,5417,"03 21, 2016"
14820,7690,"02 20, 2014"
152,5436,"06 16, 2016"
932,5478,"12 20, 2016"
4962,10591,"02 27, 2014"
2037,1448,"12 6, 2014"
2803,12068,"05 3, 2015"
226,2079,"02 1, 2011"
598,15237,"07 26, 2015"
5116,10295,"05 4, 2013"
13780,15012,"08 15, 2016"
8515,8626,"06 5, 2017"
3406,7487,"01 23, 2015"
8570,12341,"11 8, 2016"
14183,9905,"03 24, 2014"
12491,7343,"06 15, 2014"
14866,9705,"01 1, 2018"
5370,3474,"06 10, 2016"
11952,12671,"10 7, 2016"
1062,750,"10 1, 2013"
11778,4876,"03 2, 2017"
3250,573,"02 1, 2012"
10615,6020,"01 16, 2012"
8619,14684,"11 15, 2016"
6836,9782,"04 27, 2014"
3798,5756,"03 8, 2018"
13280,10763,"10 24, 2013"
12721,12895,"05 10, 2017"
14981,14690,"09 30, 2016"
1409,1914,"02 25, 2013"
13490,12125,"08 27, 2015"
3853,1296,"04 11, 2006"
881,14898,"12 20, 2017"
1449,3762,"12 25, 2016"
7736,3331,"05 30, 2017"
2743,11610,"04 26, 2017"
5549,7349,"03 24, 2013"
2858,3132,"01 10, 2015"
7683,9544,"07 7, 2013"
14857,10053,"12 2, 2012"
15146,14481,"10 23, 2017"
13613,7494,"07 25, 2012"
9123,1350,"11 23, 2013"
10816,2401,"10 10, 2011"
2332,6363,"02 3, 2010"
15095,12738,"11 14, 2016"
2106,8926,"05 27, 2010"
2233,4149,"10 29, 2016"
6322,3209,"08 4, 2016"
10562,4110,"05 7, 2015"
14182,7537,"12 30, 2013"
108,15057,"06 24, 2016"
6775,4167,"07 29, 2017"
8100,14080,"10 4, 2015"
4824,5985,"11 2, 2014"
8186,9371,"12 20, 2012"
8610,13268,"02 13, 2018"
753,9409,"11 25, 2015"
13168,12567,"12 4, 2016"
12202,5589,"09 15, 2012"
6862,5046,"01 25, 2015"
2574,587,"01 24, 2016"
11211,2925,"09 13, 2017"
797,1458,"05 28, 2014"
13420,13808,"08 15, 2015"
1611,8038,"01 25, 2015"
2175,486,"01 2, 2015"
44,5157,"10 30, 2013"
10305,15226,"12 26, 2016"
9611,1544,"12 9, 2014"
6777,2017,"02 19, 2015"
980,14897,"03 11, 2009"
7976,13103,"03 6, 2018"
2958,2139,"12 28, 2014"
7300,9577,"06 27, 2017"
6081,2509,"03 18, 2016"
6573,5620,"09 20, 2012"
13926,7495,"10 2, 2014"
14230,10597,"03 20, 2014"
5526,13901,"01 5, 2018"
8480,6874,"09 12, 2017"
10795,4105,"04 23, 2015"
2800,10333,"05 2, 2015"
12796,6089,"05 30, 2013"
6685,4386,"06 28, 2013"
10574,1902,"05 1, 2012"
2677,4761,"09 25, 2017"
663,71,"06 15, 2001"
103,20,"10 5, 2010"
1805,2810,"04 20, 2015"
6805,8748,"10 7, 2012"
8442,3269,"12 29, 2016"
10690,1982,"10 30, 2014"
4763,8533,"06 24, 2015"
14115,12660,"01 16, 2017"
13404,12435,"03 9, 2016"
11879,5549,"07 5, 2016"
9499,6565,"11 23, 2016"
9294,3596,"03 8, 2007"
13944,7704,"12 11, 2016"
11110,7190,"10 17, 2014"
12766,9114,"11 1, 2015"
2632,569,"09 9, 2011"
2242,5308,"01 5, 2014"
14430,13691,"07 16, 2015"
3203,4108,"06 30, 2015"
7731,4495,"03 10, 2014"
11639,10182,"10 29, 2014"
11464,5553,"01 20, 2013"
4122,3690,"07 15, 2005"
5915,3075,"03 22, 2013"
3534,9935,"11 7, 2016"
8281,7810,"03 31, 2014"
6409,2543,"12 7, 2012"
12292,6074,"02 18, 2013"
764,2335,"01 27, 2015"
14771,14218,"12 3, 2017"
8515,12691,"10 21, 2016"
3181,4234,"02 5, 2016"
10612,13354,"05 14, 2018"
10793,6456,"04 19, 2017"
15270,12392,"10 10, 2015"
14605,6355,"07 31, 2012"
8967,13571,"08 2, 2017"
15153,13529,"10 31, 2017"
6552,6862,"09 16, 2016"
7331,9880,"01 2, 2013"
8967,8918,"07 23, 2014"
4446,2591,"03 28, 2013"
6394,4800,"06 6, 2016"
8920,8660,"08 4, 2016"
10180,8872,"03 17, 2015"
6161,7415,"12 18, 2012"
907,15053,"12 8, 2011"
1213,6657,"01 10, 2013"
3927,6980,"05 8, 2013"
4780,345,"06 26, 2015"
7046,8827,"07 25, 2016"
9416,6528,"12 6, 2014"
4399,1569,"08 25, 2013"
5982,579,"06 19, 2010"
9220,3718,"04 7, 2014"
8459,4741,"06 25, 2012"
4546,5637,"01 20, 2014"
1380,1199,"06 15, 2010"
8488,14378,"10 31, 2017"
2343,4476,"02 28, 2014"
703,9374,"11 23, 2015"
282,1566,"01 5, 2014"
336,12682,"01 3, 2017"
2662,7784,"05 26, 2012"
11878,4672,"02 5, 2016"
14509,7897,"11 7, 2017"
1190,1235,"12 16, 2016"
2992,6627,"05 29, 2016"
2722,7783,"12 2, 2013"
6181,3548,"11 28, 2013"
7017,8774,"09 26, 2013"
12702,3471,"07 29, 2016"
7865,2210,"03 23, 2011"
12859,6553,"07 9, 2017"
10001,1771,"06 16, 2016"
6705,2649,"01 10, 2018"
10764,10480,"09 13, 2013"
2989,9307,"10 6, 2012"
8343,2695,"09 5, 2016"
5199,2781,"01 9, 2000"
4598,3413,"09 9, 2014"
3975,7846,"10 20, 2014"
2569,2341,"09 4, 2017"
10001,14392,"08 18, 2017"
12845,9971,"12 26, 2012"
8923,7806,"11 3, 2014"
10829,3004,"07 9, 2014"
14591,9884,"06 16, 2017"
13849,10938,"11 14, 2013"
6891,816,"08 31, 2013"
13133,10760,"12 12, 2012"
1546,1584,"04 10, 2006"
13544,10604,"01 27, 2017"
7729,14349,"08 17, 2017"
569,1553,"08 18, 2017"
7706,5600,"03 18, 2014"
8623,11147,"01 17, 2018"
1904,3181,"04 20, 2017"
2755,13599,"09 2, 2015"
1736,5396,"08 17, 2007"
1794,6286,"08 30, 2015"
5832,2050,"04 12, 2011"
2910,2374,"06 22, 2010"
568,2287,"08 21, 2001"
2598,7384,"07 12, 2011"
11972,13998,"09 16, 2014"
3962,12155,"07 3, 2015"
14445,5884,"11 27, 2015"
5334,2619,"10 10, 2015"
2758,1841,"03 14, 2014"
9140,14728,"05 9, 2014"
8284,11967,"01 27, 2018"
7683,7840,"12 5, 2013"
7706,11933,"02 23, 2015"
7866,1085,"09 26, 2017"
3590,673,"02 29, 2012"
11900,8014,"11 24, 2015"
14977,13780,"04 15, 2017"
8397,3114,"12 26, 2016"
7352,874,"11 16, 2014"
14457,11945,"09 3, 2017"
9843,6247,"03 19, 2017"
4671,13730,"04 10, 2015"
3697,9882,"10 3, 2013"
8554,7957,"02 5, 2015"
3002,601,"01 20, 2012"
13978,5517,"07 7, 2014"
2495,13062,"04 12, 2012"
2623,9313,"10 25, 2016"
11429,2500,"03 13, 2018"
12318,7924,"03 10, 2017"
529,6171,"01 31, 2017"
14783,7568,"11 11, 2011"
296,2847,"09 2, 2001"
12756,6089,"04 28, 2013"
2141,4749,"01 1, 2015"
12491,7764,"07 31, 2017"
9297,8820,"12 18, 2016"
4629,3797,"09 7, 2014"
5760,6268,"12 3, 2012"
8249,8386,"12 6, 2016"
7404,11076,"04 19, 2014"
3277,184,"06 8, 2015"
777,2073,"10 7, 2013"
10945,7575,"05 7, 2015"
7910,8261,"01 3, 2015"
11401,7839,"12 22, 2011"
2271,3706,"10 7, 2012"
3157,3104,"01 4, 2017"
10724,5955,"02 19, 2018"
8042,13738,"02 16, 2015"
10862,2235,"03 6, 2018"
2435,8277,"07 12, 2014"
4918,10691,"05 18, 2016"
10084,4769,"11 1, 2012"
11441,12270,"07 20, 2016"
14416,12452,"05 2, 2016"
7736,13675,"06 26, 2016"
15010,11399,"03 28, 2016"
5362,7861,"02 6, 2014"
13096,10232,"12 21, 2014"
9775,8010,"01 12, 2015"
1866,957,"11 3, 2015"
11239,14428,"09 27, 2017"
2141,2568,"03 23, 2016"
13067,13178,"05 19, 2013"
11952,14576,"01 31, 2018"
13557,8456,"04 6, 2018"
5401,5681,"02 9, 2014"
659,8845,"11 4, 2016"
6183,3755,"02 17, 2016"
7396,3442,"08 16, 2016"
1008,9054,"03 10, 2016"
3058,2191,"11 27, 2012"
6210,587,"09 25, 2014"
14735,11513,"11 19, 2014"
7501,10147,"07 21, 2016"
15022,14063,"10 19, 2016"
12685,10061,"10 3, 2013"
7164,13537,"08 24, 2016"
7483,10753,"03 12, 2014"
10013,4411,"11 24, 2014"
7173,818,"03 12, 2016"
